stm_sap_meld_ddt,stm_geo_mld,stm_equipm_soort_mld,stm_equipm_nr_mld,stm_prioriteit,stm_aanngeb_dd,stm_oorz_groep,stm_oorz_code,stm_contractgeb_gst,stm_techn_gst,stm_progfh_in_duur,stm_progfh_t_fh
1210333200000000000,109,OMROEPOP,10247077.0,5.0,1210291200000000000,TECHONV,230.0,16.0,T,181.0,75.0
1210335780000000000,109,TIJDKLOK,10245137.0,5.0,1210291200000000000,TECHONV,203.0,16.0,T,120.0,104.0
1210336020000000000,98,SPOORTAK,10896783.0,2.0,1210291200000000000,TECHONV,207.0,14.0,B,155.0,67.0
1210337220000000000,506,BEV_KABEL,10553045.0,4.0,1210291200000000000,TECHONV,218.0,12.0,S,15.0,15.0
1210339200000000000,585,SEIN,10285854.0,5.0,1210291200000000000,TECHONV,225.0,10.0,S,45.0,18.0
1210345980000000000,817,OVERWEG,10248181.0,5.0,1210291200000000000,TECHONV,218.0,18.0,S,60.0,26.0
1210364580000000000,60,DETECTREIN,10621349.0,2.0,1210291200000000000,ONR-DERD,151.0,27.0,S,30.0,24.0
1210388640000000000,217,OVERWEG,10247675.0,2.0,1210377600000000000,ONR-DERD,145.0,6.0,S,182.0,126.0
1210391160000000000,666,DETECTREIN,10793367.0,2.0,1210377600000000000,ONR-DERD,145.0,22.0,S,123.0,93.0
1210392240000000000,108,OVERWEG,10211363.0,2.0,1210377600000000000,ONR-DERD,145.0,29.0,S,30.0,33.0
1210400220000000000,530,OVERWEG,10247795.0,4.0,1210377600000000000,ONR-RIB,133.0,12.0,S,63.0,43.0
1210404360000000000,146,SEINLAMPH,10814878.0,2.0,1210377600000000000,ONR-DERD,143.0,1.0,S,90.0,148.0
1210404900000000000,817,OVERWEG,10248173.0,4.0,1210377600000000000,WEER,184.0,18.0,S,60.0,17.0
1210412520000000000,127,RISANALOOG,10118873.0,4.0,1210377600000000000,TECHONV,215.0,18.0,T,60.0,57.0
1210424880000000000,913,WISSEL,10202391.0,4.0,1210377600000000000,TECHONV,213.0,35.0,B,91.0,31.0
1210425120000000000,603,OMROEPHP,10579750.0,4.0,1210377600000000000,TECHONV,230.0,34.0,T,112.0,60.0
1210430760000000000,661,SEIN,10145139.0,2.0,1210377600000000000,TECHONV,215.0,26.0,S,30.0,12.0
1210438440000000000,621,SPOORSPS,10771938.0,2.0,1210377600000000000,TECHONV,207.0,10.0,B,168.0,71.0
1210451460000000000,950,OVERWEG,10021063.0,2.0,1210377600000000000,ONR-RIB,133.0,4.0,S,169.0,12.0
1210466520000000000,59,OVERWEG,10145335.0,2.0,1210464000000000000,ONR-DERD,145.0,25.0,S,60.0,42.0
1210483200000000000,27,TIJDKLOK,10245660.0,5.0,1210464000000000000,TECHONV,213.0,10.0,T,151.0,95.0
1210487700000000000,80,WISSEL,10760923.0,2.0,1210464000000000000,TECHONV,242.0,10.0,B,96.0,55.0
1210493220000000000,817,SEIN,10586875.0,4.0,1210464000000000000,ONR-DERD,151.0,18.0,S,120.0,74.0
1210493520000000000,127,WERKPLBEV,10575384.0,8.0,1210464000000000000,TECHONV,225.0,18.0,S,80.0,27.0
1210498740000000000,62,COMPLAS,10764923.0,5.0,1210464000000000000,ONR-DERD,145.0,25.0,S,161.0,146.0
1210500540000000000,586,OMROEPHP,10678118.0,2.0,1210464000000000000,ONR-DERD,147.0,9.0,T,300.0,62.0
1210501680000000000,586,WERKPLBEV,10541156.0,4.0,1210464000000000000,TECHONV,221.0,9.0,S,91.0,50.0
1210505100000000000,203,INTERCOM,10164065.0,5.0,1210464000000000000,TECHONV,230.0,34.0,T,120.0,251.0
1210511280000000000,586,WISSEL,10266312.0,2.0,1210464000000000000,TECHONV,221.0,9.0,S,60.0,68.0
1210518420000000000,120,WISVERWINS,10124687.0,8.0,1210464000000000000,TECHONV,215.0,19.0,B,20.0,9.0
1210524900000000000,625,TREINBEINV,10145757.0,5.0,1210464000000000000,TECHONV,218.0,19.0,S,63.0,43.0
1210536840000000000,927,SEIN,10285742.0,2.0,1210464000000000000,ONR-DERD,144.0,11.0,S,353.0,96.0
1210542420000000000,108,OVERWEG,10211358.0,2.0,1210464000000000000,TECHONV,215.0,29.0,S,15.0,14.0
1210543500000000000,90,SEIN,10286497.0,5.0,1210464000000000000,TECHONV,225.0,12.0,S,15.0,9.0
1210545360000000000,13,OVERWEG,10211061.0,2.0,1210464000000000000,ONR-RIB,135.0,34.0,S,60.0,28.0
1210559520000000000,540,SEIN,10035930.0,5.0,1210550400000000000,ONR-RIB,133.0,3.0,S,32.0,22.0
1210568280000000000,121,DETECTREIN,10621363.0,2.0,1210550400000000000,ONR-DERD,151.0,20.0,S,70.0,31.0
1210568520000000000,520,WISSEL,10120877.0,2.0,1210550400000000000,ONR-DERD,144.0,26.0,S,102.0,24.0
1210574940000000000,535,INTLOCKUNT,10732491.0,5.0,1210550400000000000,TECHONV,224.0,10.0,S,30.0,132.0
1210587720000000000,545,OMROEPHP,10678074.0,2.0,1210550400000000000,TECHONV,218.0,18.0,T,150.0,103.0
1210589280000000000,950,WISSEL,10645987.0,4.0,1210550400000000000,ONR-RIB,135.0,4.0,B,50.0,35.0
1210589940000000000,550,TANKINST,10789253.0,5.0,1210550400000000000,ONR-DERD,147.0,36.0,K,31.0,16.0
1210592880000000000,54,WISSEL,10680481.0,2.0,1210550400000000000,TECHONV,203.0,23.0,B,302.0,210.0
1210594200000000000,127,SEIN,10144259.0,2.0,1210550400000000000,TECHONV,225.0,18.0,S,46.0,29.0
1210594560000000000,305,WISSCONS,10859530.0,5.0,1210550400000000000,TECHONV,215.0,35.0,B,61.0,5.0
1210598700000000000,2,OMROEPOP,10165158.0,5.0,1210550400000000000,TECHONV,218.0,37.0,T,16.0,9.0
1210603800000000000,661,WISVERWINS,10124668.0,8.0,1210550400000000000,TECHONV,221.0,26.0,B,37.0,22.0
1210606380000000000,614,WISSEL,10121248.0,2.0,1210550400000000000,TECHONV,221.0,21.0,B,62.0,7.0
1210607160000000000,95,TIJDKLOK,10245114.0,5.0,1210550400000000000,TECHONV,203.0,12.0,T,61.0,62.0
1210607340000000000,603,RISANALOOG,10166824.0,5.0,1210550400000000000,TECHONV,214.0,34.0,T,127.0,31.0
1210610220000000000,614,WISSEL,10121248.0,2.0,1210550400000000000,TECHONV,213.0,21.0,S,122.0,13.0
1210612860000000000,9,RISANALOOG,10166730.0,5.0,1210550400000000000,TECHONV,213.0,36.0,T,60.0,74.0
1210617420000000000,474,OVERWEG,10021075.0,5.0,1210550400000000000,TECHONV,221.0,4.0,S,120.0,16.0
1210626180000000000,54,WISSEL,10680478.0,2.0,1210550400000000000,TECHONV,223.0,23.0,B,90.0,22.0
1210626540000000000,550,3KVOMVCENT,10179354.0,5.0,1210550400000000000,TECHONV,221.0,36.0,E,64.0,21.0
1210631700000000000,80,WISSEL,10760923.0,2.0,1210550400000000000,TECHONV,218.0,10.0,S,75.0,87.0
1210634940000000000,586,RISANALOOG,10244027.0,5.0,1210550400000000000,TECHONV,221.0,9.0,T,90.0,20.0
1212297960000000000,203,OVERWEG,10211137.0,2.0,1212278400000000000,TECHONV,218.0,34.0,S,30.0,20.0
1212309180000000000,603,WISSEL,10201800.0,5.0,1212278400000000000,ONR-RIB,135.0,34.0,B,60.0,44.0
1212313320000000000,506,WISSEL,10525179.0,4.0,1212278400000000000,TECHONV,218.0,12.0,S,45.0,27.0
1212314340000000000,603,TREINBEINV,10643369.0,5.0,1212278400000000000,TECHONV,218.0,34.0,S,68.0,38.0
1212320520000000000,542,DETGRSSSL,10058144.0,2.0,1212278400000000000,ONR-RIB,133.0,5.0,B,59.0,14.0
1212322740000000000,206,ATBNGBAKEN,10643294.0,5.0,1212278400000000000,ONR-RIB,133.0,33.0,S,154.0,169.0
1212326460000000000,587,RISANALOOG,10244087.0,4.0,1212278400000000000,TECHONV,221.0,11.0,T,240.0,54.0
1212338340000000000,212,OVERWEG,10211462.0,2.0,1212278400000000000,ONR-DERD,145.0,30.0,S,76.0,42.0
1212351420000000000,534,SPOORBRUG,10000739.0,1.0,1212278400000000000,ONR-DERD,147.0,1.0,B,60.0,26.0
1212393660000000000,542,SEIN,10035957.0,2.0,1212364800000000000,TECHONV,225.0,5.0,S,45.0,15.0
1212398760000000000,553,OMROEPOP,10122997.0,4.0,1212364800000000000,TECHONV,223.0,25.0,T,120.0,98.0
1212401760000000000,132,BAANLICHAA,10107630.0,2.0,1212364800000000000,TECHONV,209.0,3.0,B,89.0,125.0
1212405060000000000,10,OVERWEG,10211002.0,2.0,1212364800000000000,TECHONV,221.0,35.0,S,84.0,15.0
1212407880000000000,506,WISSEL,10265461.0,5.0,1212364800000000000,TECHONV,226.0,12.0,S,91.0,55.0
1212412800000000000,506,DETGRSSSL,10302077.0,4.0,1212364800000000000,TECHONV,201.0,12.0,B,30.0,42.0
1212415260000000000,586,RISANALOOG,10244023.0,4.0,1212364800000000000,TECHONV,213.0,9.0,T,120.0,83.0
1212419400000000000,6,OVERWEG,10210922.0,2.0,1212364800000000000,TECHONV,221.0,37.0,S,31.0,48.0
1212422100000000000,103,SPOORBRUG,10000728.0,5.0,1212364800000000000,TECHONV,225.0,1.0,K,60.0,54.0
1212427080000000000,118,WISSEL,10100134.0,4.0,1212364800000000000,ONR-RIB,135.0,5.0,S,60.0,39.0
1212432840000000000,506,STORSIGN,10553170.0,4.0,1212364800000000000,ONR-RIB,133.0,12.0,S,60.0,54.0
1212434460000000000,486,PUNTSTUK,10291414.0,5.0,1212364800000000000,TECHONV,201.0,9.0,B,30.0,10.0
1212439080000000000,624,SEIN,10285642.0,5.0,1212364800000000000,TECHONV,218.0,81.0,S,146.0,33.0
1212447660000000000,87,DETGRSSSL,10300305.0,2.0,1212364800000000000,ONR-DERD,146.0,12.0,B,90.0,61.0
1212455400000000000,927,WISSEL,10557629.0,5.0,1212451200000000000,TECHONV,221.0,11.0,S,60.0,67.0
1212473460000000000,9,TREINBEINV,10643315.0,5.0,1212451200000000000,TECHONV,215.0,36.0,S,90.0,87.0
1212480720000000000,135,SEIN,10284063.0,2.0,1212451200000000000,TECHONV,225.0,11.0,S,45.0,25.0
1212484020000000000,551,TERREINVL,10940108.0,4.0,1212451200000000000,TECHONV,215.0,20.0,E,403.0,358.0
1212484320000000000,476,OVERWEG,10021082.0,2.0,1212451200000000000,TECHONV,218.0,4.0,S,59.0,24.0
1212484980000000000,118,SEIN,10035500.0,5.0,1212451200000000000,TECHONV,225.0,5.0,S,26.0,12.0
1212487380000000000,950,DETECTREIN,10793363.0,2.0,1212451200000000000,ONR-RIB,133.0,4.0,S,42.0,18.0
1212489120000000000,490,WISSEL,10265401.0,4.0,1212451200000000000,ONR-DERD,147.0,9.0,B,90.0,40.0
1212491040000000000,71,HEKWERK,10521683.0,8.0,1212451200000000000,ONR-DERD,145.0,26.0,B,80.0,50.0
1212491280000000000,603,SEIN,10220887.0,4.0,1212451200000000000,TECHONV,221.0,34.0,S,31.0,24.0
1212491460000000000,542,RISANALOOG,10002678.0,4.0,1212451200000000000,ONR-DERD,150.0,5.0,T,120.0,57.0
1212498480000000000,555,KABEL1500V,10018976.0,2.0,1212451200000000000,TECHONV,213.0,3.0,E,202.0,197.0
1212498540000000000,105,DETGRSSSL,10300965.0,2.0,1212451200000000000,TECHONV,227.0,81.0,S,138.0,127.0
1212498600000000000,2,OVERWEG,10210891.0,2.0,1212451200000000000,WEER,184.0,37.0,S,51.0,13.0
1212500040000000000,117,KOPERKABEL,10685007.0,2.0,1212451200000000000,ONR-RIB,133.0,15.0,T,170.0,53.0
1212501120000000000,486,WISSEL,10265369.0,2.0,1212451200000000000,ONR-DERD,147.0,9.0,B,85.0,28.0
1212502140000000000,137,SEIN,10284167.0,2.0,1212451200000000000,TECHONV,221.0,17.0,S,110.0,28.0
1212502680000000000,107,OVERWEG,10020962.0,4.0,1212451200000000000,TECHONV,230.0,2.0,S,155.0,58.0
1212504360000000000,2,OVERWEG,10210891.0,2.0,1212451200000000000,ONR-RIB,135.0,37.0,S,84.0,5.0
1212506580000000000,553,WISSEL,10737435.0,8.0,1212451200000000000,TECHONV,227.0,25.0,B,178.0,46.0
1212507120000000000,201,OVERWEG,10211125.0,2.0,1212451200000000000,ONR-DERD,145.0,37.0,S,30.0,24.0
1212517920000000000,589,SEIN,10286879.0,2.0,1212451200000000000,ONR-DERD,151.0,10.0,S,69.0,40.0
1212525900000000000,602,OVERWEG,10211244.0,2.0,1212451200000000000,ONR-DERD,140.0,34.0,S,61.0,37.0
1212537180000000000,517,DETFTGSSEC,10141967.0,1.0,1212451200000000000,TECHONV,218.0,27.0,B,70.0,59.0
1212539760000000000,64,DETECTREIN,10621353.0,2.0,1212537600000000000,ONR-DERD,145.0,26.0,B,60.0,24.0
1212540900000000000,67,SEIN,10143760.0,2.0,1212537600000000000,TECHONV,225.0,26.0,S,45.0,20.0
1212541260000000000,87,WISSEL,10264935.0,2.0,1212537600000000000,TECHONV,218.0,12.0,S,16.0,5.0
1212544260000000000,145,WISSEL,10657066.0,4.0,1212537600000000000,TECHONV,204.0,9.0,B,168.0,224.0
1212547260000000000,211,OVERWEG,10211320.0,2.0,1212537600000000000,ONR-DERD,145.0,29.0,S,29.0,43.0
1212556020000000000,63,DETECTREIN,10621352.0,2.0,1212537600000000000,ONR-DERD,145.0,26.0,B,45.0,9.0
1212558300000000000,663,DETGRSSSL,10768267.0,5.0,1212537600000000000,TECHONV,218.0,5.0,S,162.0,53.0
1212570000000000000,523,SEIN,10286297.0,2.0,1212537600000000000,TECHONV,221.0,9.0,S,90.0,193.0
1212571440000000000,603,WISSEL,10201765.0,2.0,1212537600000000000,TECHONV,241.0,34.0,S,60.0,62.0
1212579540000000000,112,WISSCONS,10858721.0,4.0,1212537600000000000,TECHONV,218.0,2.0,S,62.0,34.0
1212580920000000000,71,OVERWEG,10145447.0,2.0,1212537600000000000,TECHONV,218.0,26.0,S,60.0,18.0
1212581640000000000,950,DETECTREIN,10793363.0,5.0,1212537600000000000,TECHONV,230.0,4.0,B,47.0,84.0
1212591660000000000,531,WISSEL,10266057.0,2.0,1212537600000000000,TECHONV,219.0,13.0,B,50.0,16.0
1212593880000000000,126,SEIN,10144155.0,2.0,1212537600000000000,ONR-RIB,133.0,19.0,S,93.0,76.0
1212600360000000000,54,WISSEL,10579147.0,2.0,1212537600000000000,TECHONV,222.0,23.0,S,60.0,74.0
1212601080000000000,91,SEIN,10286500.0,2.0,1212537600000000000,TECHONV,218.0,12.0,S,90.0,78.0
1212604740000000000,586,TIJDKLOK,10245415.0,5.0,1212537600000000000,TECHONV,213.0,9.0,T,30.0,6.0
1212604740000000000,109,OVERWEG,10247796.0,2.0,1212537600000000000,TECHONV,221.0,16.0,S,60.0,93.0
1212636960000000000,550,WERKPLBEV,10532381.0,4.0,1212624000000000000,TECHONV,225.0,36.0,S,58.0,34.0
1212642900000000000,9,SEIN,10221420.0,5.0,1212624000000000000,TECHONV,226.0,36.0,S,91.0,218.0
1212649080000000000,79,SEIN,10286180.0,2.0,1212624000000000000,TECHONV,215.0,6.0,S,64.0,33.0
1212649500000000000,80,SEIN,10677932.0,4.0,1212624000000000000,TECHONV,218.0,10.0,S,157.0,179.0
1212650040000000000,62,DETGRSSSL,10137370.0,8.0,1212624000000000000,ONR-RIB,133.0,25.0,S,120.0,74.0
1212654720000000000,76,PSV,10279447.0,5.0,1212624000000000000,ONR-RIB,135.0,7.0,E,95.0,20.0
1212656280000000000,109,SEIN,10283894.0,2.0,1212624000000000000,TECHONV,221.0,16.0,S,60.0,38.0
1212656820000000000,203,OVERWEG,10211154.0,2.0,1212624000000000000,ONR-DERD,145.0,34.0,S,30.0,42.0
1212660600000000000,17,WERKPLBEV,10283280.0,5.0,1212624000000000000,TECHONV,225.0,12.0,S,30.0,14.0
1212664260000000000,127,OVERWBEVL,10126494.0,2.0,1212624000000000000,TECHONV,209.0,18.0,B,15.0,9.0
1212666540000000000,950,SEIN,10036562.0,4.0,1212624000000000000,TECHONV,225.0,4.0,S,45.0,48.0
1212668520000000000,2,OVERWEG,10210891.0,2.0,1212624000000000000,ONR-DERD,145.0,37.0,S,32.0,20.0
1212668820000000000,203,SEIN,10220713.0,2.0,1212624000000000000,TECHONV,225.0,34.0,S,31.0,9.0
1212670740000000000,586,SEIN,10285472.0,2.0,1212624000000000000,ONR-RIB,133.0,9.0,S,181.0,33.0
1212671400000000000,506,TIJDKLOK,10245056.0,5.0,1212624000000000000,TECHONV,215.0,12.0,T,240.0,41.0
1212672540000000000,618,WISSBEDIEN,10870635.0,2.0,1212624000000000000,TECHONV,213.0,24.0,S,31.0,88.0
1212684120000000000,528,REISINF,10930041.0,5.0,1212624000000000000,TECHONV,213.0,12.0,T,240.0,30.0
1212685320000000000,924,GEBOUW,10056035.0,5.0,1212624000000000000,TECHONV,241.0,5.0,K,108.0,17.0
1212687300000000000,586,SEIN,10285472.0,2.0,1212624000000000000,TECHONV,221.0,9.0,S,103.0,57.0
1212688680000000000,553,WISSCONS,10862460.0,2.0,1212624000000000000,TECHONV,218.0,25.0,S,91.0,111.0
1212691440000000000,119,RELAISB2,10030759.0,2.0,1212624000000000000,TECHONV,221.0,5.0,S,62.0,45.0
1212700800000000000,924,WISSEL,10577916.0,2.0,1212624000000000000,TECHONV,294.0,5.0,S,155.0,44.0
1212732660000000000,517,AARDFTDET,10527772.0,4.0,1212710400000000000,TECHONV,221.0,27.0,S,30.0,33.0
1212740280000000000,924,SEIN,10765544.0,2.0,1212710400000000000,TECHONV,221.0,5.0,S,30.0,24.0
1212741900000000000,817,OVERWEG,10551744.0,4.0,1212710400000000000,ONR-RIB,133.0,18.0,S,60.0,274.0
1212742140000000000,87,OMROEPOP,10247295.0,5.0,1212710400000000000,TECHONV,223.0,12.0,T,120.0,73.0
1212748560000000000,9,SEIN,10221415.0,4.0,1212710400000000000,ONR-DERD,145.0,36.0,S,29.0,20.0
1212749520000000000,80,SPOORSPS,10771846.0,4.0,1212710400000000000,ONR-RIB,133.0,10.0,B,90.0,40.0
1212753240000000000,529,OMROEPOP,10246942.0,5.0,1212710400000000000,TECHONV,215.0,10.0,T,180.0,55.0
1212756180000000000,478,WISSELSTEL,10579065.0,2.0,1212710400000000000,ONR-DERD,147.0,4.0,S,30.0,21.0
1212760860000000000,73,DETGRSSSL,10299428.0,2.0,1212710400000000000,ONR-DERD,145.0,6.0,B,17.0,16.0
1212763680000000000,508,WISSCONS,10860614.0,2.0,1212710400000000000,TECHONV,221.0,30.0,S,35.0,28.0
1212767160000000000,508,WISSEL,10584416.0,2.0,1212710400000000000,TECHONV,221.0,30.0,B,133.0,137.0
1212768600000000000,10,OVERWEG,10211002.0,2.0,1212710400000000000,ONR-RIB,135.0,35.0,S,120.0,51.0
1212771300000000000,506,SEIN,10284436.0,4.0,1212710400000000000,TECHONV,218.0,12.0,S,45.0,26.0
1212776280000000000,109,OVERWEG,10247803.0,2.0,1212710400000000000,ONR-DERD,140.0,16.0,S,30.0,15.0
1212784740000000000,523,SEIN,10284582.0,5.0,1212710400000000000,TECHONV,218.0,9.0,S,90.0,67.0
1212800820000000000,13,OVERWEG,10211064.0,2.0,1212796800000000000,TECHONV,218.0,34.0,S,70.0,43.0
1212807120000000000,504,WISSEL,10120468.0,2.0,1212796800000000000,TECHONV,218.0,26.0,S,121.0,93.0
1212809100000000000,624,3KVKABELSY,10595530.0,4.0,1212796800000000000,ONR-RIB,135.0,81.0,E,90.0,288.0
1212819420000000000,950,WISSEL,10100454.0,2.0,1212796800000000000,ONR-RIB,133.0,4.0,S,113.0,59.0
1212827520000000000,127,OVERWEG,10145618.0,2.0,1212796800000000000,ONR-DERD,145.0,18.0,S,31.0,122.0
1212827580000000000,517,SEIN,10144466.0,2.0,1212796800000000000,TECHONV,221.0,27.0,S,31.0,63.0
1212828900000000000,506,SEIN,10284365.0,2.0,1212796800000000000,TECHONV,225.0,12.0,S,61.0,45.0
1212829080000000000,504,WISSEL,10120468.0,2.0,1212796800000000000,TECHONV,218.0,26.0,S,121.0,369.0
1212829260000000000,517,WISSEL,10120654.0,2.0,1212796800000000000,TECHONV,218.0,27.0,S,120.0,73.0
1212830880000000000,119,BAANLICHAA,10107628.0,2.0,1212796800000000000,ONR-RIB,135.0,5.0,B,80.0,123.0
1212834600000000000,523,WISSEL,10265643.0,5.0,1212796800000000000,ONR-RIB,133.0,9.0,S,203.0,25.0
1212835320000000000,17,OVERWEG,10247717.0,2.0,1212796800000000000,TECHONV,215.0,12.0,S,30.0,177.0
1212836100000000000,120,OVERWEG,10145463.0,2.0,1212796800000000000,ONR-DERD,140.0,19.0,S,60.0,19.0
1212841020000000000,517,DETECTREIN,10621382.0,2.0,1212796800000000000,TECHONV,218.0,27.0,S,60.0,7.0
1212845940000000000,542,RELAISB2,10031430.0,2.0,1212796800000000000,ONR-DERD,146.0,5.0,S,60.0,25.0
1212846960000000000,119,SEIN,10035566.0,5.0,1212796800000000000,TECHONV,225.0,5.0,S,45.0,26.0
1212848940000000000,508,INTLOCKUNT,10230371.0,2.0,1212796800000000000,TECHONV,215.0,30.0,S,45.0,8.0
1212849480000000000,506,EBSEXINTEQ,10801754.0,4.0,1212796800000000000,TECHONV,218.0,12.0,S,30.0,14.0
1212850620000000000,158,TUNCONSTR,10761155.0,4.0,1212796800000000000,TECHONV,212.0,71.0,S,120.0,30.0
1212852720000000000,508,WISSCONS,10860592.0,2.0,1212796800000000000,TECHONV,221.0,30.0,B,63.0,23.0
1212861720000000000,59,OVERWEG,10145340.0,2.0,1212796800000000000,ONR-DERD,145.0,25.0,S,30.0,5.0
1212863340000000000,5,OVERWEG,10210911.0,2.0,1212796800000000000,ONR-DERD,151.0,35.0,S,60.0,18.0
1212874260000000000,528,OMROEPOP,10247351.0,5.0,1212796800000000000,TECHONV,214.0,12.0,T,61.0,367.0
1212887520000000000,924,WISSBEDIEN,10871292.0,2.0,1212883200000000000,TECHONV,221.0,5.0,S,15.0,12.0
1212888000000000000,950,WISSEL,10101090.0,2.0,1212883200000000000,TECHONV,213.0,4.0,B,36.0,18.0
1212891060000000000,589,SPOORSPS,10723734.0,5.0,1212883200000000000,TECHONV,230.0,10.0,B,150.0,17.0
1212902160000000000,523,DETGRSSSL,10302215.0,2.0,1212883200000000000,ONR-RIB,133.0,9.0,S,46.0,7.0
1212907800000000000,506,SEIN,10284465.0,2.0,1212883200000000000,TECHONV,225.0,12.0,S,45.0,48.0
1212910680000000000,553,RISANALOOG,10118840.0,4.0,1212883200000000000,TECHONV,215.0,25.0,T,120.0,109.0
1212911340000000000,529,SEIN_BORD,10509972.0,4.0,1212883200000000000,TECHONV,218.0,10.0,S,60.0,21.0
1212915840000000000,924,WISSEL,10101823.0,2.0,1212883200000000000,ONR-DERD,146.0,5.0,S,60.0,7.0
1212919200000000000,1,OVERWEG,10210869.0,5.0,1212883200000000000,ONR-DERD,145.0,36.0,S,13.0,18.0
1212919560000000000,88,OVERWEG,10247783.0,2.0,1212883200000000000,ONR-DERD,140.0,12.0,S,30.0,60.0
1212926520000000000,9,SPOORSPS,10613687.0,2.0,1212883200000000000,TECHONV,218.0,36.0,B,35.0,20.0
1212927300000000000,550,OVERWEG,10211240.0,4.0,1212883200000000000,ONR-DERD,140.0,36.0,B,90.0,41.0
1212930060000000000,490,OVERWEG,10680118.0,5.0,1212883200000000000,TECHONV,221.0,9.0,S,120.0,72.0
1212930180000000000,212,OVERWEG,10211459.0,2.0,1212883200000000000,TECHONV,221.0,30.0,S,76.0,166.0
1212930780000000000,519,DETECTREIN,10621384.0,2.0,1212883200000000000,TECHONV,201.0,25.0,B,31.0,56.0
1212931980000000000,131,SPOORBRUG,10469374.0,1.0,1212883200000000000,TECHONV,213.0,18.0,K,90.0,135.0
1212940440000000000,503,WISSEL,10201281.0,2.0,1212883200000000000,WEER,182.0,31.0,S,80.0,8.0
1212942540000000000,553,RISANALOOG,10118840.0,4.0,1212883200000000000,TECHONV,218.0,25.0,T,181.0,47.0
1212943200000000000,506,WISSEL,10265515.0,2.0,1212883200000000000,TECHONV,218.0,12.0,S,91.0,45.0
1212943800000000000,517,DETECTREIN,10621382.0,2.0,1212883200000000000,TECHONV,214.0,27.0,S,72.0,48.0
1212951420000000000,542,SEIN,10035961.0,5.0,1212883200000000000,TECHONV,225.0,5.0,S,30.0,18.0
1212955680000000000,95,SEIN,10286598.0,5.0,1212883200000000000,TECHONV,225.0,12.0,S,45.0,19.0
1212956160000000000,508,WISSEL,10561751.0,2.0,1212883200000000000,TECHONV,221.0,30.0,B,64.0,77.0
1212958500000000000,542,RISANALOOG,10002678.0,4.0,1212883200000000000,TECHONV,221.0,5.0,T,120.0,19.0
1212966660000000000,127,OVERWEG,10608069.0,2.0,1212883200000000000,ONR-DERD,140.0,18.0,S,315.0,136.0
1212970260000000000,603,DEPOTVOED,10551830.0,4.0,1212969600000000000,TECHONV,218.0,34.0,E,390.0,18.0
1212991140000000000,200,SEIN,10221598.0,2.0,1212969600000000000,TECHONV,225.0,37.0,S,16.0,18.0
1213008300000000000,586,WISSEL,10657121.0,2.0,1212969600000000000,TECHONV,213.0,9.0,S,120.0,52.0
1213008720000000000,6,SEIN,10662349.0,2.0,1212969600000000000,TECHONV,225.0,37.0,S,21.0,11.0
1213011240000000000,9,OVERWEG,10210978.0,2.0,1212969600000000000,TECHONV,218.0,36.0,S,46.0,20.0
1213013340000000000,501,GESPREKREG,10706313.0,5.0,1212969600000000000,TECHONV,294.0,37.0,T,76.0,28.0
1213016820000000000,586,WISSEL,10657121.0,2.0,1212969600000000000,TECHONV,219.0,9.0,B,150.0,52.0
1213022220000000000,200,WISSEL,10200866.0,2.0,1212969600000000000,TECHONV,215.0,37.0,S,55.0,166.0
1213023600000000000,506,INTLOCKUNT,10283178.0,2.0,1212969600000000000,TECHONV,221.0,12.0,S,135.0,10.0
1213027080000000000,203,OVERWEG,10211152.0,4.0,1212969600000000000,ONR-DERD,145.0,34.0,S,60.0,46.0
1213027800000000000,8,SPOORSPS,10613624.0,2.0,1212969600000000000,TECHONV,207.0,36.0,B,82.0,128.0
1213029720000000000,145,SEIN,10284274.0,2.0,1212969600000000000,TECHONV,225.0,9.0,S,90.0,39.0
1213032600000000000,624,SYSTBOVENL,10658973.0,2.0,1212969600000000000,TECHONV,215.0,81.0,E,128.0,9.0
1213039740000000000,506,SEIN,10284460.0,2.0,1212969600000000000,TECHONV,225.0,12.0,S,48.0,10.0
1213040160000000000,116,WISSELSTEL,10038554.0,2.0,1212969600000000000,TECHONV,218.0,5.0,S,79.0,11.0
1213041480000000000,80,WISSEL,10760925.0,2.0,1212969600000000000,TECHONV,242.0,10.0,B,121.0,19.0
1213043400000000000,76,OVERWEG,10247852.0,2.0,1212969600000000000,TECHONV,215.0,7.0,S,123.0,60.0
1213049820000000000,84,SEIN,10286311.0,2.0,1212969600000000000,TECHONV,225.0,9.0,S,90.0,22.0
1213054500000000000,927,SEIN,10285742.0,5.0,1212969600000000000,TECHONV,225.0,11.0,S,30.0,6.0
1213069860000000000,924,WISSEL,10101983.0,4.0,1213056000000000000,TECHONV,228.0,5.0,S,60.0,34.0
1213070280000000000,506,WISSEL,10265442.0,2.0,1213056000000000000,TECHONV,212.0,12.0,S,60.0,115.0
1213073100000000000,128,WISSEL,10266180.0,5.0,1213056000000000000,TECHONV,222.0,11.0,S,45.0,90.0
1213074420000000000,62,SEIN,10143524.0,2.0,1213056000000000000,TECHONV,225.0,25.0,S,30.0,17.0
1213078980000000000,62,DETECTREIN,10621351.0,2.0,1213056000000000000,TECHONV,219.0,25.0,S,90.0,115.0
1213086000000000000,8,OVERWEG,10210944.0,2.0,1213056000000000000,ONR-DERD,151.0,36.0,S,48.0,35.0
