stm_sap_meld_ddt,stm_geo_mld,stm_equipm_soort_mld,stm_equipm_nr_mld,stm_prioriteit,stm_aanngeb_dd,stm_oorz_groep,stm_oorz_code,stm_contractgeb_gst,stm_techn_gst,stm_progfh_in_duur,stm_progfh_t_fh
1136091231000000000,200,OVERWEG,10211104.0,2.0,1136073600000000000,ONR-DERD,145.0,37.0,S,60.0,10.0
1136091975000000000,91,OVERWEG,10247725.0,5.0,1136073600000000000,ONR-DERD,145.0,12.0,S,36.0,13.0
1136103176000000000,212,OVERWEG,10211398.0,2.0,1136073600000000000,ONR-DERD,145.0,30.0,S,139.0,43.0
1136106750000000000,608,OVERWEG,10211489.0,2.0,1136073600000000000,ONR-DERD,145.0,31.0,S,102.0,81.0
1136112094000000000,536,RISANALOOG,10002607.0,5.0,1136073600000000000,TECHONV,212.0,2.0,T,45.0,157.0
1136114605000000000,203,SEIN,10220723.0,2.0,1136073600000000000,TECHONV,215.0,34.0,S,30.0,26.0
1136117406000000000,139,WISSEL,10265632.0,2.0,1136073600000000000,TECHONV,230.0,9.0,S,60.0,31.0
1136126333000000000,531,WISSELSTEL,10306712.0,2.0,1136073600000000000,TECHONV,220.0,13.0,B,85.0,26.0
1136127349000000000,52,DETECTREIN,10621338.0,2.0,1136073600000000000,TECHONV,221.0,27.0,S,76.0,384.0
1136189250000000000,127,OVERWEG,10145601.0,2.0,1136160000000000000,ONR-DERD,140.0,18.0,S,95.0,45.0
1136191809000000000,625,SPOORSPS,10634001.0,5.0,1136160000000000000,TECHONV,215.0,19.0,B,180.0,90.0
1136196201000000000,112,WISSEL,10530221.0,4.0,1136160000000000000,TECHONV,242.0,2.0,B,30.0,14.0
1136197802000000000,121,DETECTREIN,10621363.0,2.0,1136160000000000000,ONR-RIB,135.0,20.0,S,72.0,128.0
1136202900000000000,950,BEV_KABEL,10116518.0,2.0,1136160000000000000,ONR-RIB,133.0,4.0,S,134.0,126.0
1136209738000000000,950,WISSEL,10646030.0,2.0,1136160000000000000,TECHONV,222.0,4.0,S,27.0,60.0
1136213309000000000,516,SEIN,10144457.0,2.0,1136160000000000000,ONR-DERD,145.0,27.0,S,20.0,30.0
1136214431000000000,517,WISSEL,10120675.0,2.0,1136160000000000000,ONR-DERD,144.0,27.0,B,45.0,17.0
1136214961000000000,531,DETGRSSSL,10302651.0,2.0,1136160000000000000,TECHONV,240.0,13.0,B,62.0,5.0
1136216250000000000,212,OVERWEG,10211481.0,2.0,1136160000000000000,ONR-DERD,145.0,30.0,S,23.0,13.0
1136217553000000000,200,SEIN,10221613.0,2.0,1136160000000000000,ONR-DERD,145.0,37.0,S,15.0,15.0
1136218606000000000,564,STORSIGN,10553175.0,2.0,1136160000000000000,TECHONV,215.0,2.0,S,86.0,40.0
1136222607000000000,603,WISSEL,10201778.0,2.0,1136160000000000000,TECHONV,218.0,34.0,S,60.0,22.0
1136223023000000000,950,WERKPLBEV,10561261.0,4.0,1136160000000000000,TECHONV,215.0,4.0,S,15.0,7.0
1136223548000000000,950,WERKPLBEV,10529686.0,4.0,1136160000000000000,TECHONV,215.0,4.0,S,30.0,30.0
1136226900000000000,503,WISSEL,10201296.0,2.0,1136160000000000000,ONR-DERD,146.0,31.0,B,34.0,10.0
1136232371000000000,127,OVERWEG,10145598.0,2.0,1136160000000000000,TECHONV,218.0,18.0,S,105.0,334.0
1136238138000000000,11,WISSEL,10201619.0,2.0,1136160000000000000,TECHONV,218.0,35.0,S,111.0,99.0
1136241513000000000,28,WISSEL,10200797.0,2.0,1136160000000000000,WEER,186.0,32.0,B,30.0,49.0
1136248800000000000,91,OVERWEG,10247724.0,2.0,1136246400000000000,ONR-DERD,140.0,12.0,B,60.0,29.0
1136249040000000000,54,WISSEL,10527784.0,2.0,1136246400000000000,WEER,183.0,23.0,B,135.0,99.0
1136251168000000000,533,WISSEL,10657086.0,2.0,1136246400000000000,TECHONV,221.0,14.0,B,75.0,84.0
1136262436000000000,586,WISSEL,10266296.0,4.0,1136246400000000000,ONR-RIB,132.0,9.0,B,50.0,48.0
1136262703000000000,534,WISVERWINS,10039253.0,2.0,1136246400000000000,WEER,186.0,1.0,B,60.0,140.0
1136263390000000000,533,SEIN,10658834.0,2.0,1136246400000000000,TECHONV,227.0,14.0,B,120.0,71.0
1136265851000000000,203,WISSEL,10200919.0,2.0,1136246400000000000,WEER,183.0,34.0,B,45.0,27.0
1136267628000000000,12,WISSEL,10200649.0,2.0,1136246400000000000,WEER,183.0,35.0,B,46.0,29.0
1136269020000000000,614,WISSEL,10121298.0,2.0,1136246400000000000,TECHONV,221.0,21.0,B,40.0,51.0
1136269920000000000,63,ONTSPINR,10120117.0,2.0,1136246400000000000,ONR-RIB,135.0,26.0,B,90.0,25.0
1136271772000000000,553,WISSEL,10121145.0,4.0,1136246400000000000,TECHONV,221.0,25.0,B,70.0,120.0
1136272380000000000,143,TREINBEINV,10056918.0,5.0,1136246400000000000,TECHONV,215.0,2.0,S,63.0,124.0
1136274142000000000,115,WISSEL,10100042.0,2.0,1136246400000000000,WEER,186.0,3.0,B,30.0,126.0
1136274180000000000,551,DETGRSSSL,10142390.0,2.0,1136246400000000000,TECHONV,221.0,20.0,B,144.0,127.0
1136275656000000000,63,OMROEPOP,10122763.0,2.0,1136246400000000000,TECHONV,221.0,26.0,T,90.0,98.0
1136281479000000000,585,BEHUIZBEV,10279224.0,4.0,1136246400000000000,TECHONV,221.0,11.0,S,60.0,124.0
1136281545000000000,6,WISSEL,10674843.0,2.0,1136246400000000000,TECHONV,218.0,37.0,S,60.0,36.0
1136282220000000000,545,SEIN,10144831.0,2.0,1136246400000000000,TECHONV,215.0,19.0,S,30.0,343.0
1136282517000000000,120,HANGDRAAD,10422571.0,2.0,1136246400000000000,TECHONV,221.0,19.0,E,86.0,16.0
1136283448000000000,563,WISVERWINS,10039321.0,5.0,1136246400000000000,WEER,186.0,2.0,B,135.0,69.0
1136284114000000000,555,WISSEL,10504331.0,2.0,1136246400000000000,WEER,186.0,3.0,B,30.0,8.0
1136289630000000000,52,OVERWEG,10145225.0,2.0,1136246400000000000,ONR-DERD,145.0,27.0,S,99.0,20.0
1136289896000000000,913,WISSEL,10200611.0,4.0,1136246400000000000,TECHONV,221.0,35.0,B,127.0,111.0
1136292900000000000,514,TREINBEINV,10643362.0,2.0,1136246400000000000,TECHONV,221.0,28.0,S,61.0,12.0
1136293270000000000,517,SPANSLUIS,10579660.0,2.0,1136246400000000000,TECHONV,221.0,27.0,E,121.0,17.0
1136296569000000000,803,WISSEL,10202208.0,4.0,1136246400000000000,TECHONV,218.0,37.0,B,60.0,43.0
1136307240000000000,504,CABOP,10716487.0,4.0,1138924800000000000,TECHONV,215.0,26.0,T,150.0,139.0
1136308260000000000,57,SEIN,10143386.0,2.0,1136246400000000000,TECHONV,215.0,24.0,S,20.0,25.0
1136309554000000000,550,DEPOTVOED,10551675.0,4.0,1136246400000000000,ONR-DERD,151.0,36.0,E,33.0,44.0
1136310840000000000,589,GVI_ONDERD,10254067.0,2.0,1136246400000000000,WEER,181.0,10.0,E,77.0,9.0
1136311190000000000,144,WISSELSTEL,10673149.0,2.0,1136246400000000000,WEER,181.0,10.0,E,60.0,53.0
1136312262000000000,555,TELCENTRAL,10002559.0,4.0,1136246400000000000,TECHONV,218.0,3.0,T,30.0,93.0
1136316941000000000,586,WISSELSTEL,10305293.0,2.0,1136246400000000000,TECHONV,213.0,9.0,S,45.0,29.0
1136318252000000000,87,SEIN,10286410.0,2.0,1136246400000000000,TECHONV,225.0,12.0,S,45.0,18.0
1136320118000000000,34,OVERWEG,10211526.0,2.0,1136246400000000000,TECHONV,221.0,30.0,S,123.0,17.0
1136321628000000000,17,WISSELSTEL,10238211.0,2.0,1136246400000000000,TECHONV,218.0,29.0,S,30.0,24.0
1136323020000000000,603,WISSELSTEL,10547786.0,2.0,1136246400000000000,WEER,183.0,34.0,B,36.0,39.0
1136323450000000000,206,WISSELSTEL,10547426.0,2.0,1136246400000000000,WEER,186.0,33.0,B,52.0,28.0
1136326518000000000,603,WISSELSTEL,10547772.0,2.0,1136246400000000000,ONR-DERD,150.0,34.0,B,60.0,37.0
1136327430000000000,603,3KVOMVCENT,10179437.0,4.0,1136246400000000000,ONR-DERD,149.0,34.0,E,65.0,352.0
1136329952000000000,135,WISSEL,10265110.0,2.0,1136246400000000000,TECHONV,214.0,11.0,B,20.0,21.0
1136331600000000000,927,WISSEL,10268206.0,2.0,1136246400000000000,TECHONV,221.0,11.0,B,61.0,52.0
1136333100000000000,54,WISSEL,10119921.0,5.0,1136332800000000000,TECHONV,218.0,23.0,S,60.0,64.0
1136361420000000000,100,OVERWBEVL,10288101.0,2.0,1136332800000000000,TECHONV,209.0,14.0,B,132.0,147.0
1136379000000000000,625,WISSEL,10120202.0,2.0,1136332800000000000,TECHONV,221.0,19.0,S,125.0,140.0
1136381880000000000,206,SEIN,10577273.0,5.0,1136332800000000000,TECHONV,215.0,33.0,S,101.0,13.0
1136381940000000000,506,DETGRSSSL,10301950.0,2.0,1136332800000000000,TECHONV,227.0,12.0,S,90.0,61.0
1136385574000000000,210,OVERWEG,10211443.0,2.0,1136332800000000000,ONR-DERD,140.0,30.0,S,85.0,55.0
1136386980000000000,54,TRGELIJKR,10161610.0,2.0,1136332800000000000,TECHONV,218.0,23.0,E,60.0,33.0
1136391060000000000,10,SEIN,10220995.0,5.0,1136332800000000000,TECHONV,215.0,35.0,S,45.0,15.0
1136402754000000000,23,OVERWEG,10211540.0,2.0,1136332800000000000,TECHONV,215.0,31.0,S,102.0,89.0
1136410865000000000,2,OVERWEG,10210898.0,2.0,1136332800000000000,TECHONV,218.0,37.0,S,63.0,28.0
1136411145000000000,163,DETGRSSSL,10027055.0,2.0,1136332800000000000,TECHONV,218.0,5.0,S,93.0,116.0
1136422020000000000,536,WISSEL,10684146.0,5.0,1136419200000000000,TECHONV,203.0,2.0,B,60.0,201.0
1136423340000000000,950,WISSEL,10646016.0,2.0,1136419200000000000,TECHONV,220.0,4.0,S,90.0,34.0
1136442060000000000,506,WISSEL,10265437.0,2.0,1136419200000000000,TECHONV,227.0,12.0,B,60.0,18.0
1136443620000000000,803,SEIN,10221807.0,5.0,1136419200000000000,ONR-RIB,133.0,37.0,S,60.0,29.0
1136448600000000000,516,OMROEPOP,10122935.0,4.0,1136419200000000000,TECHONV,218.0,27.0,T,60.0,48.0
1136450760000000000,144,WISSEL,10731629.0,2.0,1136419200000000000,ONR-RIB,135.0,10.0,B,60.0,47.0
1136451420000000000,924,WISSEL,10101975.0,2.0,1136419200000000000,TECHONV,218.0,4.0,S,60.0,35.0
1136457720000000000,54,WISSEL,10680478.0,2.0,1136419200000000000,TECHONV,241.0,23.0,S,60.0,156.0
1136458680000000000,87,DETGRSSSL,10300285.0,4.0,1136419200000000000,TECHONV,228.0,11.0,S,61.0,47.0
1136466960000000000,603,TANKINST,10176298.0,5.0,1136419200000000000,TECHONV,221.0,34.0,K,57.0,21.0
1136478960000000000,102,DETGRSSSL,10300903.0,2.0,1136419200000000000,ONR-DERD,145.0,81.0,B,36.0,9.0
1136482860000000000,89,WISSEL,10525121.0,2.0,1136419200000000000,ONR-DERD,150.0,12.0,B,90.0,59.0
1136485800000000000,534,OMROEPOP,10002386.0,5.0,1136419200000000000,ONR-DERD,147.0,1.0,T,59.0,22.0
1136498580000000000,523,SEIN,10284567.0,2.0,1136419200000000000,TECHONV,218.0,9.0,S,120.0,99.0
1136537880000000000,211,OVERWEG,10211336.0,4.0,1136505600000000000,ONR-DERD,145.0,29.0,B,27.0,10.0
1136540040000000000,107,OVERWEG,10020965.0,2.0,1136505600000000000,TECHONV,218.0,2.0,S,60.0,7.0
1136543040000000000,950,OVERWEG,10657958.0,5.0,1136505600000000000,ONR-DERD,141.0,4.0,S,100.0,109.0
1136543460000000000,913,WISSEL,10202375.0,5.0,1136505600000000000,ONR-DERD,144.0,35.0,B,133.0,22.0
1136545740000000000,618,3KVOMVCENT,10174839.0,4.0,1136505600000000000,TECHONV,215.0,24.0,E,122.0,174.0
1136550300000000000,542,OVERWEG,10021021.0,5.0,1136505600000000000,ONR-DERD,145.0,5.0,S,120.0,54.0
1136553780000000000,555,SEIN,10036033.0,4.0,1136505600000000000,TECHONV,294.0,3.0,S,63.0,19.0
1136558160000000000,116,WISSEL,10519296.0,2.0,1136505600000000000,TECHONV,213.0,5.0,B,64.0,37.0
1136559060000000000,124,AFNAMEPTLS,10422792.0,2.0,1136505600000000000,ONR-DERD,149.0,21.0,E,65.0,95.0
1136565300000000000,589,WISSEL,10657136.0,2.0,1136505600000000000,TECHONV,229.0,10.0,S,121.0,78.0
1136569980000000000,73,OVERWEG,10247654.0,2.0,1136505600000000000,TECHONV,218.0,6.0,S,63.0,69.0
1136577840000000000,73,3KVOMVCENT,10566778.0,5.0,1136505600000000000,TECHONV,212.0,6.0,E,91.0,22.0
1136579640000000000,133,DETGRSSSL,10301286.0,2.0,1136505600000000000,TECHONV,240.0,8.0,B,54.0,10.0
1136581440000000000,2,OVERWEG,10210880.0,2.0,1136505600000000000,TECHONV,226.0,37.0,S,60.0,47.0
1136590020000000000,553,WISSEL,10737439.0,2.0,1139184000000000000,TECHONV,221.0,25.0,S,95.0,25.0
1136590740000000000,617,WISSEL,10527816.0,4.0,1136505600000000000,TECHONV,213.0,23.0,S,60.0,35.0
1136591700000000000,950,ELECGREN,10036707.0,5.0,1139184000000000000,TECHONV,241.0,4.0,S,60.0,108.0
1136622660000000000,618,CABHP,10644391.0,5.0,1136592000000000000,TECHONV,215.0,24.0,T,83.0,150.0
1136629080000000000,927,WISSEL,10268202.0,2.0,1136592000000000000,TECHONV,203.0,11.0,B,45.0,6.0
1136637420000000000,531,DETGRSSSL,10302840.0,2.0,1136592000000000000,TECHONV,240.0,13.0,B,141.0,109.0
1136647980000000000,2,SEIN,10538292.0,2.0,1136592000000000000,TECHONV,220.0,37.0,S,30.0,6.0
1136660460000000000,133,KABEL1500V,10252191.0,4.0,1136592000000000000,TECHONV,218.0,8.0,E,60.0,10.0
1136679600000000000,560,DETGRSSSL,10028026.0,2.0,1136678400000000000,TECHONV,220.0,2.0,B,60.0,31.0
1136691540000000000,542,DETGRSSSL,10058152.0,5.0,1136678400000000000,TECHONV,218.0,5.0,S,475.0,479.0
1136702820000000000,54,SEIN,10575290.0,2.0,1136678400000000000,ONR-DERD,145.0,23.0,S,60.0,112.0
1136704740000000000,226,OVERWEG,10247815.0,2.0,1136678400000000000,TECHONV,215.0,81.0,S,88.0,182.0
1136705160000000000,661,DETECTREIN,10621395.0,2.0,1136678400000000000,TECHONV,221.0,26.0,S,60.0,47.0
1136710500000000000,120,OVERWEG,10145463.0,2.0,1136678400000000000,TECHONV,221.0,19.0,S,44.0,16.0
1136710560000000000,614,DETGRSSSL,10142545.0,4.0,1136678400000000000,TECHONV,221.0,21.0,B,61.0,55.0
1136713980000000000,600,OVERWBEVL,10200087.0,5.0,1136678400000000000,WEER,187.0,37.0,B,184.0,81.0
1136720520000000000,21,OVERWEG,10642567.0,2.0,1136678400000000000,TECHONV,223.0,29.0,S,45.0,37.0
1136725260000000000,508,TANKINST,10176291.0,5.0,1136678400000000000,TECHONV,213.0,30.0,K,107.0,23.0
1136728560000000000,937,WISSEL,10200608.0,4.0,1136678400000000000,TECHONV,221.0,35.0,B,91.0,136.0
1136730240000000000,73,SEIN,10285979.0,2.0,1136678400000000000,ONR-DERD,145.0,6.0,S,57.0,35.0
1136730780000000000,30,OVERWEG,10211699.0,2.0,1136678400000000000,TECHONV,221.0,31.0,S,60.0,10.0
1136731020000000000,452,OVERWEG,10145660.0,5.0,1136678400000000000,TECHONV,221.0,18.0,S,165.0,239.0
1136739060000000000,55,DETECTREIN,10621343.0,2.0,1136678400000000000,TECHONV,219.0,24.0,B,61.0,22.0
1136739120000000000,486,TANKINST,10714474.0,2.0,1136678400000000000,WEER,187.0,9.0,K,100.0,273.0
1136739600000000000,560,RISANALOOG,10002653.0,5.0,1136678400000000000,TECHONV,213.0,2.0,T,120.0,48.0
1136741820000000000,21,OVERWEG,10642567.0,2.0,1136678400000000000,TECHONV,221.0,29.0,S,30.0,122.0
1136749500000000000,216,SEIN,10284295.0,2.0,1136678400000000000,TECHONV,221.0,6.0,S,21.0,15.0
1136755020000000000,924,TANKINST,10176288.0,5.0,1136678400000000000,WEER,181.0,4.0,K,107.0,65.0
1136756700000000000,478,OVERWEG,10578255.0,5.0,1136678400000000000,TECHONV,221.0,4.0,S,53.0,47.0
1136757240000000000,118,DETGRSSSL,10027419.0,5.0,1136678400000000000,WEER,181.0,5.0,S,76.0,31.0
1136766120000000000,924,WISSEL,10101976.0,5.0,1136764800000000000,TECHONV,219.0,4.0,B,212.0,174.0
1136775240000000000,924,KIJFDIS,10554275.0,2.0,1136764800000000000,TECHONV,212.0,4.0,S,190.0,20.0
1136784960000000000,112,DETGRSSSL,10028447.0,4.0,1136764800000000000,TECHONV,218.0,2.0,S,75.0,108.0
1136791860000000000,516,OVERWEG,10145668.0,2.0,1136764800000000000,ONR-DERD,147.0,27.0,S,60.0,27.0
1136792160000000000,146,SEIN,10057526.0,4.0,1136764800000000000,TECHONV,215.0,1.0,S,37.0,29.0
1136792160000000000,104,SEIN,10035123.0,5.0,1136764800000000000,TECHONV,215.0,1.0,S,29.0,13.0
1136796180000000000,107,SEIN,10721571.0,5.0,1136764800000000000,TECHONV,213.0,2.0,S,190.0,115.0
1136802780000000000,545,WISSEL,10120999.0,2.0,1136764800000000000,TECHONV,213.0,19.0,S,60.0,31.0
1136803800000000000,145,PERRON,10243238.0,2.0,1136764800000000000,TECHONV,230.0,9.0,G,105.0,86.0
1136807220000000000,119,WISSEL,10100138.0,1.0,1136764800000000000,TECHONV,221.0,5.0,S,121.0,141.0
1136808600000000000,618,WISSEL,10121409.0,2.0,1136764800000000000,TECHONV,218.0,24.0,S,65.0,41.0
1136813520000000000,64,BAANLICHAA,10125551.0,2.0,1136764800000000000,TECHONV,209.0,26.0,B,130.0,77.0
1136822760000000000,87,DETGRSSSL,10300305.0,2.0,1136764800000000000,TECHONV,240.0,12.0,B,60.0,47.0
1136824080000000000,200,SEIN,10221610.0,2.0,1136764800000000000,TECHONV,215.0,37.0,S,61.0,31.0
1136826840000000000,663,TREINBEINV,10056935.0,5.0,1136764800000000000,TECHONV,218.0,5.0,S,124.0,78.0
1136831880000000000,950,OVERWEG,10021062.0,5.0,1136764800000000000,ONR-DERD,147.0,4.0,S,60.0,42.0
1136832120000000000,523,INTLOCKUNT,10643160.0,2.0,1136764800000000000,TECHONV,298.0,9.0,S,90.0,46.0
1136836320000000000,535,SEIN_BORD,10509977.0,4.0,1136764800000000000,ONR-RIB,135.0,9.0,S,90.0,42.0
1136838420000000000,950,OVERWEG,10657959.0,2.0,1136764800000000000,TECHONV,221.0,4.0,S,33.0,20.0
1136838600000000000,950,WISSEL,10664509.0,2.0,1136764800000000000,TECHONV,213.0,4.0,S,71.0,55.0
1136842260000000000,528,OVERWEG,10247753.0,2.0,1136764800000000000,ONR-DERD,145.0,12.0,B,45.0,20.0
1136842620000000000,57,SYSTBOVENL,10646522.0,4.0,1136764800000000000,TECHONV,218.0,24.0,E,57.0,23.0
1136847900000000000,46,SYSTBOVENL,10646513.0,2.0,1136764800000000000,TECHONV,214.0,22.0,E,199.0,156.0
1136856180000000000,91,OVERWEG,10247826.0,2.0,1136851200000000000,ONR-DERD,145.0,12.0,S,16.0,15.0
1136859120000000000,486,OVERWBEVL,10288770.0,2.0,1136851200000000000,ONR-DERD,151.0,9.0,S,60.0,28.0
1136859840000000000,530,DETGRSSSL,10302613.0,2.0,1136851200000000000,ONR-DERD,145.0,12.0,S,30.0,15.0
1136865840000000000,203,OVERWEG,10211140.0,2.0,1136851200000000000,TECHONV,218.0,34.0,S,61.0,40.0
1136875200000000000,85,OVERWEG,10247663.0,2.0,1136851200000000000,WEER,181.0,82.0,S,119.0,98.0
1136876100000000000,17,OVERWEG,10211690.0,1.0,1136851200000000000,TECHONV,221.0,29.0,S,90.0,376.0
1136878560000000000,950,WISSEL,10100464.0,2.0,1136851200000000000,ONR-RIB,133.0,4.0,S,60.0,65.0
1136880120000000000,950,SPOORBRUG,10000743.0,4.0,1136851200000000000,ONR-DERD,151.0,4.0,S,45.0,48.0
1136887560000000000,950,OVERWEG,10021058.0,2.0,1136851200000000000,ONR-DERD,145.0,4.0,S,30.0,23.0
1136890980000000000,116,DETGRSSSL,10027759.0,2.0,1136851200000000000,TECHONV,221.0,5.0,S,60.0,35.0
1136891700000000000,950,WISSEL,10100376.0,2.0,1136851200000000000,ONR-RIB,135.0,4.0,S,45.0,23.0
1136910660000000000,501,OVERWEG,10211236.0,2.0,1136851200000000000,ONR-DERD,145.0,37.0,S,31.0,17.0
1136911260000000000,52,OVERWEG,10145670.0,2.0,1136851200000000000,TECHONV,223.0,27.0,S,63.0,42.0
1136912880000000000,528,GEBOUWBEV,10242299.0,2.0,1136851200000000000,TECHONV,221.0,12.0,G,15.0,9.0
1136913420000000000,89,WISSEL,10524988.0,2.0,1136851200000000000,TECHONV,218.0,12.0,S,90.0,32.0
1136920860000000000,127,OVERWEG,10145598.0,2.0,1136851200000000000,ONR-DERD,145.0,18.0,S,60.0,33.0
1136921640000000000,8,OVERWEG,10210931.0,2.0,1136851200000000000,ONR-RIB,135.0,36.0,S,60.0,51.0
1136933100000000000,211,OVERWEG,10211333.0,2.0,1136851200000000000,ONR-DERD,145.0,29.0,S,15.0,15.0
1136933400000000000,589,SNSCHAKAUT,10530598.0,4.0,1136851200000000000,WEER,181.0,10.0,E,66.0,30.0
1136935260000000000,118,OVERWEG,10021002.0,5.0,1136851200000000000,ONR-DERD,140.0,5.0,S,60.0,31.0
1136937660000000000,586,WISSEL,10266286.0,2.0,1136937600000000000,ONR-RIB,133.0,9.0,B,45.0,21.0
1136940840000000000,57,DETGRSSSL,10137059.0,2.0,1136937600000000000,ONR-DERD,145.0,24.0,S,92.0,66.0
1136943120000000000,452,OVERWEG,10145654.0,4.0,1136937600000000000,TECHONV,221.0,18.0,S,147.0,119.0
1136947020000000000,513,DETGRSSSL,10141815.0,2.0,1136937600000000000,ONR-DERD,145.0,22.0,S,203.0,69.0
1136954760000000000,513,DETECTREIN,10621379.0,2.0,1136937600000000000,ONR-DERD,145.0,22.0,S,128.0,32.0
1136956860000000000,100,SYSTBOVENL,10654067.0,2.0,1136937600000000000,WEER,184.0,14.0,E,36.0,15.0
1136960580000000000,97,WISSEL,10731627.0,2.0,1136937600000000000,ONR-RIB,135.0,10.0,S,90.0,156.0
1136963460000000000,545,WISSEL,10121026.0,4.0,1136937600000000000,TECHONV,233.0,19.0,S,120.0,147.0
1136964060000000000,586,OMROEPHP,10678128.0,2.0,1136937600000000000,TECHONV,221.0,9.0,T,120.0,38.0
1136968140000000000,135,RISANALOOG,10243933.0,4.0,1136937600000000000,TECHONV,227.0,11.0,T,120.0,29.0
1136969880000000000,542,AARDFTDET,10057759.0,4.0,1136937600000000000,TECHONV,221.0,5.0,S,90.0,49.0
1136971380000000000,128,OMROEPOP,10246740.0,2.0,1136937600000000000,TECHONV,218.0,11.0,T,60.0,18.0
1136976600000000000,127,OVERWEG,10145567.0,2.0,1136937600000000000,TECHONV,218.0,18.0,S,15.0,7.0
1136977080000000000,586,WERKPLBEV,10541141.0,4.0,1136937600000000000,TECHONV,221.0,9.0,S,61.0,36.0
1136977680000000000,123,TREINBEINV,10145738.0,2.0,1136937600000000000,ONR-RIB,133.0,20.0,S,123.0,90.0
1136983500000000000,506,WISSEL,10525485.0,2.0,1136937600000000000,TECHONV,203.0,12.0,B,120.0,88.0
1136988840000000000,135,TIJDKLOK,10245436.0,4.0,1136937600000000000,TECHONV,203.0,11.0,T,120.0,52.0
1136988840000000000,823,OVERWEG,10608063.0,2.0,1136937600000000000,TECHONV,218.0,19.0,S,60.0,56.0
1136990340000000000,67,SEIN,10143766.0,2.0,1136937600000000000,ONR-RIB,133.0,26.0,S,91.0,55.0
1136998800000000000,520,OMROEPHP,10678081.0,4.0,1139616000000000000,TECHONV,218.0,26.0,T,60.0,28.0
1136998860000000000,555,PLTSBEDAPP,10028817.0,5.0,1136937600000000000,ONR-DERD,147.0,3.0,S,46.0,23.0
1137003060000000000,528,OVERWEG,10247858.0,4.0,1136937600000000000,TECHONV,221.0,12.0,G,60.0,34.0
1137006240000000000,564,SNSCHAKAUT,10029434.0,5.0,1136937600000000000,TECHONV,212.0,2.0,E,69.0,23.0
1137007560000000000,852,OVERWEG,10248210.0,4.0,1139616000000000000,ONR-DERD,140.0,18.0,S,90.0,114.0
1137022020000000000,539,WISSEL,10101333.0,2.0,1136937600000000000,TECHONV,219.0,3.0,S,29.0,65.0
1137025920000000000,107,OVERWEG,10020959.0,2.0,1137024000000000000,TECHONV,213.0,2.0,S,30.0,30.0
1137026820000000000,558,WISSEL,10526260.0,2.0,1137024000000000000,TECHONV,242.0,8.0,B,68.0,22.0
1137032760000000000,127,DETECTREIN,10621371.0,2.0,1137024000000000000,TECHONV,221.0,18.0,S,260.0,439.0
1137037020000000000,132,SEIN,10035583.0,5.0,1137024000000000000,TECHONV,215.0,3.0,S,29.0,19.0
1137050400000000000,26,SEIN,10219836.0,2.0,1137024000000000000,TECHONV,221.0,32.0,S,67.0,19.0
1137050880000000000,534,RISANALOOG,10637367.0,4.0,1137024000000000000,TECHONV,213.0,1.0,T,60.0,16.0
1137053400000000000,536,WISSEL,10101288.0,5.0,1137024000000000000,TECHONV,242.0,2.0,B,41.0,44.0
1137053640000000000,920,WISSEL,10202410.0,5.0,1137024000000000000,ONR-DERD,144.0,34.0,B,130.0,121.0
1137058560000000000,913,WISSEL,10202370.0,5.0,1137024000000000000,TECHONV,221.0,35.0,B,60.0,45.0
1137058740000000000,108,OVERWEG,10211358.0,2.0,1137024000000000000,TECHONV,218.0,29.0,S,61.0,60.0
1137063780000000000,107,OVERWEG,10020959.0,2.0,1137024000000000000,TECHONV,241.0,2.0,S,60.0,48.0
1137069180000000000,163,TREINBEINV,10056920.0,5.0,1137024000000000000,TECHONV,215.0,5.0,S,90.0,129.0
1137073080000000000,586,OMROEPHP,10678121.0,2.0,1137024000000000000,TECHONV,221.0,9.0,T,240.0,42.0
1137074160000000000,586,OMROEPHP,10678121.0,2.0,1137024000000000000,ONR-DERD,147.0,9.0,T,26.0,11.0
1137086640000000000,924,WISSEL,10101832.0,2.0,1137024000000000000,TECHONV,221.0,4.0,S,93.0,112.0
1137088800000000000,95,TIJDKLOK,10245111.0,4.0,1137024000000000000,TECHONV,221.0,12.0,T,60.0,22.0
1137093840000000000,927,WISSEL,10525552.0,2.0,1137024000000000000,TECHONV,235.0,11.0,S,61.0,50.0
1137095580000000000,950,WISSEL,10645975.0,2.0,1137024000000000000,TECHONV,221.0,4.0,B,90.0,20.0
1137097080000000000,54,WISSEL,10639286.0,2.0,1137024000000000000,ONR-DERD,145.0,23.0,S,59.0,164.0
1138774546000000000,555,WISSEL,10101394.0,2.0,1138752000000000000,TECHONV,219.0,3.0,S,30.0,57.0
1138781867000000000,550,WISSEL,10201654.0,2.0,1138752000000000000,TECHONV,226.0,36.0,B,34.0,37.0
1138783380000000000,474,OVERWEG,10666249.0,5.0,1138752000000000000,TECHONV,298.0,4.0,S,57.0,271.0
1138783860000000000,212,OVERWEG,10211441.0,2.0,1138752000000000000,ONR-DERD,140.0,30.0,S,90.0,52.0
1138784236000000000,926,WISSEL,10202449.0,2.0,1138752000000000000,TECHONV,218.0,34.0,S,60.0,38.0
1138784531000000000,603,GESPREKREG,10166312.0,4.0,1138752000000000000,TECHONV,221.0,34.0,T,51.0,7.0
